,Player,Round,Pick,WS,From,To,Age,G,GS,AS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,FT%,TS%,eFG%,Pos
0,Tyler Zeller,1,17,17.1,2012-13,2019-20,23-30,414,166,0,17.5,2.8,5.5,2.8,5.4,0.0,0.1,1.3,1.7,1.5,2.9,4.4,0.9,0.3,0.6,0.8,2.2,6.9,0.508,0.512,0.286,0.764,0.553,0.511,F-C
1,Cody Zeller,1,4,32.7,2013-14,2022-23,21-30,509,275,0,22.0,3.2,6.1,3.1,5.8,0.1,0.3,2.0,2.8,2.0,3.9,5.9,1.4,0.6,0.6,1.1,2.6,8.4,0.522,0.537,0.218,0.73,0.577,0.527,C-F
2,Trae Young,1,5,33.0,2018-19,2022-23,20-24,353,353,2,33.8,8.1,18.6,5.6,11.4,2.5,7.1,6.7,7.7,0.7,3.0,3.7,9.3,1.0,0.1,4.1,1.7,25.5,0.437,0.491,0.351,0.876,0.58,0.505,G
3,Joe Young,2,43,0.4,2015-16,2017-18,23-25,127,1,0,8.5,1.3,3.4,1.0,2.3,0.3,1.1,0.4,0.5,0.1,0.9,1.0,0.9,0.3,0.0,0.5,0.6,3.4,0.393,0.438,0.296,0.768,0.469,0.44,G
4,James Young,1,17,0.8,2014-15,2017-18,19-22,95,0,0,8.5,0.8,2.2,0.4,0.8,0.4,1.4,0.3,0.5,0.2,0.8,1.0,0.3,0.3,0.1,0.2,0.6,2.3,0.367,0.534,0.277,0.563,0.474,0.457,G-F
5,Tony Wroten,1,25,-1.3,2012-13,2015-16,19-22,145,34,0,21.2,4.0,9.6,3.4,7.1,0.6,2.5,2.6,3.9,0.7,1.8,2.5,3.0,0.9,0.2,2.6,1.8,11.1,0.413,0.477,0.231,0.647,0.488,0.443,G
6,Justin Wright-Foreman,2,53,0.0,2019-20,2019-20,22,4,0,0,11.3,1.8,5.0,1.3,2.5,0.5,2.5,0.8,1.0,0.0,1.3,1.3,1.8,0.5,0.0,0.8,1.3,4.8,0.35,0.5,0.2,0.75,0.437,0.4,G
7,Delon Wright,1,20,26.5,2015-16,2022-23,23-30,461,84,0,21.3,2.6,5.8,2.0,3.9,0.7,1.9,1.2,1.5,0.8,2.4,3.2,3.1,1.2,0.4,1.0,1.1,7.2,0.455,0.507,0.353,0.805,0.556,0.515,G
8,Nate Wolters,2,38,0.9,2013-14,2017-18,22-26,84,31,0,18.8,2.3,5.4,2.1,4.6,0.2,0.8,0.7,1.1,0.5,1.7,2.2,2.5,0.5,0.2,0.8,1.0,5.5,0.423,0.452,0.261,0.635,0.466,0.442,G
9,Jeff Withey,2,39,6.8,2013-14,2017-18,23-27,206,15,0,10.1,1.2,2.3,1.2,2.2,0.0,0.1,0.8,1.1,0.9,1.6,2.5,0.3,0.3,0.8,0.4,1.1,3.2,0.525,0.537,0.143,0.716,0.578,0.527,C
10,James Wiseman,1,2,2.1,2020-21,2022-23,19-21,84,49,0,20.3,4.5,8.4,4.3,7.7,0.2,0.7,1.5,2.2,1.5,4.3,5.9,0.7,0.2,0.8,1.3,2.7,10.7,0.537,0.561,0.276,0.667,0.57,0.549,C
11,Cassius Winston,2,53,0.1,2020-21,2021-22,22-23,29,0,0,4.7,0.6,1.5,0.3,0.7,0.3,0.8,0.3,0.3,0.0,0.3,0.3,0.7,0.1,0.0,0.3,0.6,1.9,0.409,0.381,0.435,0.9,0.568,0.523,G
12,Justise Winslow,1,10,8.2,2015-16,2022-23,19-26,344,128,0,25.9,3.3,7.9,2.6,5.8,0.7,2.1,1.0,1.6,1.1,4.1,5.1,2.6,0.9,0.4,1.5,2.3,8.2,0.412,0.448,0.315,0.638,0.477,0.455,F
13,Dylan Windler,1,26,1.3,2020-21,2022-23,24-26,84,0,0,11.7,1.1,2.8,0.6,1.0,0.6,1.8,0.4,0.5,0.5,1.8,2.3,0.8,0.4,0.2,0.6,1.0,3.3,0.416,0.585,0.322,0.8,0.55,0.519,G-F
14,D.J. Wilson,1,17,2.8,2017-18,2021-22,21-25,146,6,0,12.3,1.7,4.0,1.0,2.0,0.7,2.0,0.4,0.7,0.5,2.5,3.1,0.7,0.3,0.3,0.5,1.2,4.4,0.419,0.514,0.327,0.618,0.516,0.502,F
15,Zion Williamson,1,1,14.2,2019-20,2022-23,19-22,114,114,2,32.0,9.9,16.4,9.7,15.8,0.2,0.6,5.8,8.4,2.5,4.4,7.0,3.6,0.9,0.6,2.9,2.1,25.8,0.605,0.615,0.343,0.691,0.643,0.611,F-C
16,Nigel Williams-Goss,2,55,0.0,2019-20,2019-20,25,10,0,0,5.0,0.5,1.6,0.3,0.9,0.2,0.7,0.2,0.2,0.2,0.4,0.6,0.6,0.3,0.1,0.3,0.6,1.4,0.313,0.333,0.286,1.0,0.415,0.375,G
17,Ziaire Williams,1,10,2.4,2021-22,2022-23,20-21,99,35,0,19.3,2.8,6.3,1.8,2.8,1.0,3.4,0.6,0.8,0.4,1.7,2.1,1.0,0.5,0.2,0.8,1.7,7.2,0.444,0.619,0.298,0.779,0.544,0.525,F
18,Vince Williams Jr.,2,47,-0.1,2022-23,2022-23,22,15,1,0,7.0,0.8,2.7,0.5,0.8,0.3,1.9,0.1,0.1,0.3,0.7,1.0,0.3,0.4,0.1,0.3,0.8,2.0,0.3,0.667,0.143,1.0,0.367,0.35,F
19,Robert Williams,1,27,22.2,2018-19,2022-23,21-25,209,97,0,20.5,3.3,4.5,3.3,4.5,0.0,0.0,0.8,1.2,2.6,4.3,6.9,1.4,0.7,1.7,0.9,1.9,7.3,0.732,0.735,0.0,0.656,0.733,0.732,C-F
20,Patrick Williams,1,4,6.8,2020-21,2022-23,19-21,170,145,0,27.8,3.7,7.7,2.6,5.1,1.1,2.6,1.2,1.6,0.9,3.3,4.3,1.3,0.9,0.7,1.3,1.8,9.7,0.477,0.509,0.414,0.779,0.575,0.547,F
21,Mark Williams,1,15,2.8,2022-23,2022-23,21,43,17,0,19.3,3.7,5.8,3.7,5.8,0.0,0.0,1.6,2.3,2.2,4.9,7.1,0.4,0.7,1.0,0.9,2.2,9.0,0.637,0.637,,0.691,0.659,0.637,C
22,Jordan Williams,2,36,1.3,2011-12,2011-12,21,43,5,0,14.8,1.8,3.5,1.8,3.5,0.0,0.0,1.0,1.5,1.5,2.1,3.6,0.3,0.5,0.3,0.5,1.4,4.6,0.507,0.507,,0.652,0.544,0.507,F
23,Jaylin Williams,2,34,1.9,2022-23,2022-23,20,49,36,0,18.7,2.1,4.8,1.1,2.5,0.9,2.3,0.8,1.1,0.9,4.0,4.9,1.6,0.6,0.2,0.8,2.3,5.9,0.436,0.463,0.407,0.704,0.559,0.534,F
24,Jalen Williams,1,12,5.6,2022-23,2022-23,21,75,62,0,30.3,5.5,10.6,4.5,7.9,1.0,2.7,2.1,2.5,1.1,3.4,4.5,3.3,1.4,0.5,1.6,2.5,14.1,0.521,0.579,0.356,0.812,0.601,0.567,G
25,Grant Williams,1,22,12.2,2019-20,2022-23,21-24,288,58,0,21.2,2.1,4.7,1.1,2.1,1.0,2.7,0.9,1.1,0.9,2.6,3.4,1.2,0.5,0.5,0.9,2.4,6.2,0.451,0.546,0.379,0.773,0.588,0.558,F
26,Elliot Williams,1,22,0.7,2011-12,2015-16,22-26,109,2,0,13.5,1.8,4.2,1.3,2.6,0.5,1.6,0.9,1.3,0.3,1.1,1.5,0.9,0.4,0.1,0.7,1.4,4.9,0.421,0.489,0.31,0.669,0.515,0.48,G
27,Derrick Williams,1,2,14.1,2011-12,2017-18,20-26,428,112,0,20.7,3.1,7.2,2.5,5.2,0.6,2.0,2.1,3.0,0.8,3.1,4.0,0.7,0.5,0.3,0.9,1.2,8.9,0.434,0.484,0.3,0.71,0.526,0.475,F
28,C.J. Wilcox,1,28,0.1,2014-15,2016-17,24-26,66,0,0,5.7,0.8,2.0,0.5,1.2,0.3,0.9,0.2,0.2,0.1,0.4,0.5,0.5,0.2,0.1,0.3,0.5,2.0,0.37,0.397,0.333,0.813,0.465,0.441,G
29,Andrew Wiggins,1,1,26.3,2014-15,2022-23,19-27,635,635,1,34.8,7.1,15.9,5.7,11.8,1.5,4.1,3.4,4.7,1.3,3.2,4.5,2.3,1.0,0.7,2.0,2.2,19.1,0.449,0.483,0.354,0.72,0.532,0.495,F-G
30,Aaron Wiggins,2,55,3.8,2021-22,2022-23,23-24,120,49,0,20.9,2.9,5.8,2.1,3.7,0.8,2.2,1.0,1.3,1.0,2.2,3.2,1.2,0.6,0.2,0.9,1.7,7.5,0.489,0.573,0.346,0.776,0.582,0.553,G
31,Joe Wieskamp,2,41,0.1,2021-22,2022-23,22-23,38,0,0,6.7,0.6,1.8,0.2,0.4,0.4,1.4,0.2,0.3,0.1,0.4,0.5,0.3,0.1,0.1,0.1,0.4,1.8,0.329,0.4,0.309,0.538,0.462,0.45,G
32,Hassan Whiteside,2,33,52.0,2010-11,2021-22,21-32,511,332,0,24.7,5.3,9.0,5.2,8.9,0.0,0.1,2.1,3.5,3.1,7.7,10.8,0.6,0.5,2.2,1.5,2.6,12.6,0.586,0.588,0.308,0.605,0.602,0.587,C
33,Isaiah Whitehead,2,42,-0.9,2016-17,2017-18,21-22,89,26,0,20.5,2.7,6.7,2.2,4.8,0.6,1.9,1.2,1.5,0.4,2.0,2.4,2.4,0.6,0.4,1.9,2.2,7.2,0.411,0.452,0.305,0.788,0.493,0.454,G
34,Royce White,1,16,0.0,2013-14,2013-14,22,3,0,0,3.0,0.0,0.3,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,,,0.0,0.0,F
35,Derrick White,1,29,22.7,2017-18,2022-23,23-28,345,229,0,26.5,4.1,9.1,2.7,5.1,1.4,4.0,2.2,2.6,0.5,2.8,3.4,3.8,0.8,0.8,1.3,2.2,11.7,0.447,0.521,0.352,0.846,0.572,0.524,G
36,Coby White,1,7,8.8,2019-20,2022-23,19-22,269,74,0,26.9,4.6,10.9,2.5,5.2,2.1,5.7,1.4,1.6,0.3,3.0,3.4,3.3,0.6,0.1,1.5,2.1,12.6,0.419,0.476,0.367,0.854,0.542,0.515,G
37,Blake Wesley,1,25,-1.6,2022-23,2022-23,19,37,1,0,18.1,1.9,5.8,1.3,4.4,0.5,1.4,0.7,1.2,0.3,1.9,2.2,2.7,0.7,0.1,1.8,1.8,5.0,0.321,0.301,0.385,0.591,0.393,0.367,G
38,Thomas Welsh,2,58,0.1,2018-19,2018-19,22,11,0,0,3.3,0.6,1.2,0.4,0.5,0.3,0.6,0.1,0.2,0.0,0.4,0.4,0.5,0.0,0.0,0.1,0.3,1.6,0.538,0.667,0.429,0.5,0.648,0.654,C
39,Quinndary Weatherspoon,2,49,0.2,2019-20,2021-22,23-25,42,0,0,6.5,0.8,1.7,0.7,1.4,0.1,0.4,0.5,0.5,0.1,0.6,0.8,0.6,0.3,0.1,0.4,1.0,2.1,0.452,0.526,0.188,0.826,0.529,0.473,G
40,Peyton Watson,1,30,0.3,2022-23,2022-23,20,23,2,0,8.1,1.3,2.6,1.0,2.0,0.3,0.6,0.5,0.9,0.3,1.3,1.6,0.5,0.1,0.5,0.3,0.6,3.3,0.492,0.511,0.429,0.55,0.553,0.542,G-F
41,Tremont Waters,2,51,0.1,2019-20,2021-22,22-24,40,4,0,10.2,1.3,3.7,0.8,1.9,0.5,1.8,0.6,0.6,0.1,0.8,0.9,2.1,0.8,0.1,1.2,0.9,3.7,0.354,0.408,0.296,0.96,0.472,0.425,G
42,TyTy Washington Jr.,1,29,-0.1,2022-23,2022-23,21,31,2,0,14.0,1.9,5.2,1.3,2.6,0.6,2.6,0.3,0.6,0.1,1.4,1.5,1.5,0.5,0.1,0.5,0.9,4.7,0.363,0.488,0.238,0.556,0.432,0.422,G
43,Willie Warren,2,54,0.2,2010-11,2010-11,21,19,0,0,7.1,0.7,1.8,0.4,1.1,0.3,0.8,0.3,0.4,0.1,0.6,0.6,1.4,0.3,0.0,0.4,0.8,1.9,0.371,0.4,0.333,0.75,0.48,0.443,G
44,T.J. Warren,1,14,20.8,2014-15,2022-23,21-29,374,236,0,27.4,6.0,11.9,5.3,9.9,0.7,2.0,1.8,2.3,1.3,2.7,4.0,1.2,0.9,0.5,1.0,2.3,14.6,0.506,0.537,0.354,0.78,0.563,0.536,F
45,Tyrone Wallace,2,60,0.1,2017-18,2021-22,23-27,112,19,0,15.3,2.0,4.7,1.8,4.0,0.2,0.7,0.9,1.4,0.4,1.7,2.1,1.1,0.5,0.2,0.8,1.7,5.1,0.422,0.462,0.207,0.656,0.474,0.438,G
46,John Wall,1,1,44.5,2010-11,2022-23,20-32,647,604,5,34.9,6.8,15.7,5.8,12.6,1.0,3.1,4.2,5.4,0.6,3.6,4.2,8.9,1.6,0.7,3.7,2.2,18.7,0.43,0.457,0.322,0.776,0.517,0.462,G
47,Kemba Walker,1,9,59.8,2011-12,2022-23,21-32,750,697,4,33.1,6.7,15.9,4.4,9.7,2.2,6.2,3.8,4.5,0.6,3.2,3.8,5.3,1.2,0.4,2.1,1.5,19.3,0.418,0.455,0.36,0.84,0.539,0.488,G
48,Jabari Walker,2,57,0.2,2022-23,2022-23,20,56,0,0,11.1,1.5,3.5,1.2,2.5,0.3,1.0,0.6,0.8,0.9,1.5,2.3,0.6,0.2,0.2,0.5,1.2,3.9,0.419,0.472,0.286,0.756,0.496,0.46,F
49,Dion Waiters,1,4,8.8,2012-13,2019-20,21-28,419,211,0,28.2,5.0,12.2,3.7,8.2,1.4,4.0,1.7,2.5,0.4,2.2,2.6,2.8,0.9,0.3,1.8,1.9,13.1,0.412,0.444,0.346,0.694,0.495,0.468,G
50,Moritz Wagner,1,25,9.3,2018-19,2022-23,21-25,253,55,0,16.1,2.8,5.8,2.1,3.3,0.8,2.4,1.8,2.2,0.8,2.9,3.7,1.2,0.5,0.3,1.1,2.3,8.2,0.49,0.615,0.319,0.822,0.611,0.557,F-C
51,Franz Wagner,1,8,9.4,2021-22,2022-23,20-21,159,159,0,31.7,6.3,13.2,4.9,9.2,1.4,4.0,2.9,3.4,1.0,3.3,4.3,3.2,0.9,0.3,1.8,2.2,16.9,0.477,0.528,0.358,0.85,0.575,0.531,G-F
52,Noah Vonleh,1,9,9.4,2014-15,2022-23,19-27,362,172,0,16.2,1.8,3.9,1.5,3.1,0.3,0.8,0.8,1.2,1.3,3.6,4.9,0.7,0.4,0.4,0.8,1.8,4.7,0.459,0.501,0.307,0.692,0.526,0.492,F-C
53,Rashad Vaughn,1,17,-0.6,2015-16,2017-18,19-21,139,8,0,12.0,1.2,3.4,0.6,1.5,0.6,1.9,0.1,0.2,0.1,1.0,1.1,0.5,0.4,0.2,0.3,0.9,3.0,0.337,0.366,0.313,0.692,0.432,0.424,G
54,Devin Vassell,1,11,6.1,2020-21,2022-23,20-22,171,71,0,24.4,4.2,9.7,2.4,5.1,1.7,4.7,1.2,1.5,0.4,3.2,3.7,1.9,0.9,0.4,0.8,1.7,11.2,0.427,0.483,0.367,0.816,0.541,0.515,G-F
55,Jarvis Varnado,2,41,0.7,2012-13,2013-14,24-25,37,0,0,10.7,1.1,1.8,1.1,1.8,0.0,0.0,0.8,1.5,0.6,1.4,1.9,0.4,0.3,0.8,0.4,1.9,2.9,0.582,0.582,,0.518,0.584,0.582,F
56,Jarred Vanderbilt,2,41,14.3,2018-19,2022-23,19-23,244,162,0,20.5,2.5,4.4,2.4,4.0,0.1,0.5,1.0,1.6,2.1,4.5,6.6,1.5,1.0,0.5,1.0,2.1,6.2,0.573,0.606,0.288,0.643,0.607,0.588,F
57,Denzel Valentine,1,14,4.5,2016-17,2021-22,23-28,256,45,0,18.8,2.7,6.8,1.2,2.8,1.4,3.9,0.3,0.4,0.4,3.0,3.3,1.8,0.6,0.1,0.9,1.6,7.0,0.394,0.441,0.36,0.787,0.507,0.498,G
58,Tyler Ulis,2,34,0.5,2016-17,2018-19,21-23,133,58,0,20.9,3.0,7.4,2.5,5.7,0.5,1.7,1.0,1.3,0.3,1.3,1.7,4.0,0.9,0.1,1.5,1.5,7.5,0.403,0.439,0.28,0.808,0.469,0.435,G
59,Ekpe Udoh,1,6,10.4,2010-11,2018-19,23-31,384,56,0,14.8,1.4,3.0,1.4,3.0,0.0,0.0,0.8,1.1,1.2,1.7,2.9,0.7,0.5,1.1,0.6,1.9,3.5,0.453,0.455,0.0,0.718,0.506,0.453,C-F
60,Myles Turner,1,11,38.2,2015-16,2022-23,19-26,493,460,0,28.8,5.0,10.1,4.0,7.3,1.0,2.8,2.4,3.1,1.4,5.4,6.8,1.2,0.7,2.3,1.4,3.0,13.4,0.498,0.553,0.353,0.771,0.586,0.546,C-F
61,Evan Turner,1,2,20.2,2010-11,2019-20,22-31,705,295,0,26.9,3.9,9.0,3.5,7.7,0.4,1.3,1.5,1.9,0.6,4.1,4.6,3.5,0.8,0.3,1.8,2.0,9.7,0.434,0.458,0.294,0.782,0.493,0.455,G
62,Gary Trent Jr.,2,37,14.1,2018-19,2022-23,20-24,270,160,0,28.9,5.1,12.2,2.7,5.9,2.4,6.3,1.7,2.1,0.4,1.9,2.3,1.5,1.2,0.2,0.7,1.6,14.4,0.421,0.461,0.384,0.827,0.55,0.52,G
63,Karl-Anthony Towns,1,1,68.7,2015-16,2022-23,20-27,511,511,3,34.1,8.5,16.2,6.9,12.0,1.6,4.2,4.4,5.3,2.9,8.2,11.2,3.2,0.8,1.3,2.7,3.4,23.0,0.526,0.571,0.395,0.835,0.623,0.577,C-F
64,Obi Toppin,1,8,7.5,2020-21,2022-23,22-24,201,15,0,14.7,2.7,5.5,1.9,3.0,0.8,2.5,0.8,1.0,0.6,2.3,3.0,0.9,0.3,0.3,0.6,1.1,7.0,0.492,0.632,0.325,0.766,0.589,0.566,F
65,Matisse Thybulle,1,20,11.0,2019-20,2022-23,22-25,267,100,0,20.5,1.8,4.0,1.0,1.8,0.7,2.2,0.3,0.5,0.6,1.4,2.0,1.0,1.5,0.8,0.5,2.0,4.6,0.447,0.588,0.334,0.662,0.551,0.54,G
66,Sindarius Thornwell,2,48,1.1,2017-18,2020-21,23-26,160,19,0,10.8,0.9,2.1,0.6,1.5,0.2,0.6,0.6,0.8,0.3,1.0,1.3,0.7,0.5,0.2,0.5,1.1,2.5,0.407,0.436,0.34,0.672,0.504,0.459,G
67,Marcus Thornton,2,45,20.0,2009-10,2016-17,22-29,483,135,0,23.4,4.4,10.4,2.9,6.1,1.5,4.2,1.6,1.9,0.8,1.9,2.8,1.4,0.8,0.1,1.0,1.5,11.9,0.425,0.471,0.358,0.83,0.531,0.498,G
68,JT Thor,2,37,0.5,2021-22,2022-23,19-20,102,8,0,12.1,1.2,2.9,0.7,1.4,0.5,1.5,0.4,0.7,0.5,1.5,1.9,0.5,0.3,0.3,0.5,0.9,3.2,0.406,0.51,0.307,0.672,0.51,0.485,F
69,Tristan Thompson,1,4,47.6,2011-12,2021-22,20-30,730,478,0,26.8,3.6,7.0,3.6,7.0,0.0,0.1,1.7,2.9,3.3,5.1,8.4,1.0,0.5,0.7,1.1,2.3,9.0,0.519,0.521,0.263,0.605,0.545,0.52,F-C
70,Klay Thompson,1,11,51.7,2011-12,2022-23,21-32,716,679,5,32.9,7.4,16.3,4.3,8.8,3.1,7.4,1.9,2.2,0.5,3.1,3.5,2.3,0.9,0.5,1.7,2.1,19.8,0.455,0.488,0.416,0.852,0.574,0.55,G-F
71,Khyri Thomas,2,38,0.5,2018-19,2020-21,22-24,39,2,0,10.5,1.5,3.9,0.9,1.9,0.6,1.9,0.5,0.6,0.3,0.7,1.0,0.9,0.5,0.3,0.3,1.0,4.1,0.388,0.461,0.316,0.75,0.492,0.467,G
72,Isaiah Thomas,2,60,45.3,2011-12,2021-22,22-32,550,362,2,28.3,5.8,13.3,3.9,8.0,1.9,5.2,4.3,4.9,0.5,1.9,2.4,4.8,0.9,0.1,2.3,2.1,17.7,0.434,0.481,0.362,0.872,0.573,0.506,G
73,Tyrell Terry,2,31,0.0,2020-21,2021-22,20-21,13,0,0,4.5,0.5,1.3,0.5,0.8,0.0,0.5,0.1,0.2,0.0,0.5,0.5,0.5,0.4,0.0,0.2,0.2,1.0,0.353,0.6,0.0,0.333,0.355,0.353,G
74,Dalen Terry,1,18,0.5,2022-23,2022-23,20,38,0,0,5.6,0.8,1.9,0.7,1.2,0.2,0.7,0.4,0.6,0.3,0.7,1.0,0.6,0.3,0.1,0.2,0.6,2.2,0.444,0.556,0.259,0.667,0.523,0.493,G
75,Marquis Teague,1,29,-0.9,2012-13,2017-18,19-24,91,3,0,10.0,0.9,2.7,0.8,2.2,0.1,0.5,0.4,0.6,0.1,0.9,1.0,1.5,0.3,0.1,0.8,1.1,2.4,0.343,0.369,0.222,0.661,0.398,0.363,G
76,Tyshawn Taylor,2,41,-0.9,2012-13,2013-14,22-23,61,3,0,8.0,1.0,2.9,0.9,2.5,0.1,0.4,0.6,0.9,0.1,0.5,0.5,0.9,0.4,0.0,0.9,0.9,2.9,0.354,0.353,0.36,0.684,0.428,0.379,G
77,Jayson Tatum,1,3,45.5,2017-18,2022-23,19-24,439,439,4,34.0,7.9,17.2,5.4,10.7,2.4,6.5,4.3,5.1,0.9,6.1,7.0,3.3,1.1,0.7,2.3,2.1,22.5,0.458,0.509,0.375,0.847,0.579,0.529,F
78,Caleb Swanigan,1,26,-0.2,2017-18,2019-20,20-22,75,4,0,8.7,0.9,2.1,0.9,1.9,0.0,0.2,0.4,0.6,0.8,2.1,2.9,0.7,0.2,0.1,1.0,1.7,2.3,0.438,0.476,0.118,0.614,0.471,0.444,F
79,Edmond Sumner,2,52,3.2,2017-18,2022-23,22-27,161,41,0,14.0,2.2,4.7,1.7,3.1,0.5,1.6,1.2,1.5,0.3,1.2,1.5,1.1,0.6,0.2,0.8,1.5,6.2,0.47,0.535,0.341,0.811,0.576,0.527,G
80,Jared Sullinger,1,21,15.3,2012-13,2016-17,20-24,269,172,0,24.3,4.4,10.0,3.8,8.1,0.5,1.9,1.5,2.1,2.5,4.9,7.5,1.8,0.7,0.6,1.2,2.9,10.8,0.436,0.476,0.272,0.723,0.493,0.463,F
81,Jalen Suggs,1,5,-0.3,2021-22,2022-23,20-21,101,64,0,25.3,3.8,9.8,2.7,5.9,1.1,3.9,2.1,2.8,0.8,2.5,3.3,3.6,1.2,0.5,2.3,2.6,10.8,0.387,0.465,0.271,0.752,0.487,0.442,G
82,Diamond Stone,2,40,-0.1,2016-17,2016-17,19,7,0,0,3.4,0.4,1.9,0.4,1.9,0.0,0.0,0.6,0.6,0.1,0.7,0.9,0.0,0.0,0.1,0.3,0.7,1.4,0.231,0.231,,1.0,0.339,0.231,C
83,Jarnell Stokes,2,35,0.6,2014-15,2016-17,21-23,28,2,0,5.4,0.9,1.5,0.9,1.5,0.0,0.0,0.6,1.1,0.6,0.8,1.4,0.3,0.3,0.2,0.3,1.0,2.4,0.581,0.581,,0.531,0.587,0.581,F-C
84,Isaiah Stewart,1,16,9.4,2020-21,2022-23,19-21,189,132,0,24.8,3.6,7.1,3.0,5.4,0.5,1.7,1.3,1.8,2.6,5.1,7.8,1.1,0.4,1.0,1.2,2.8,9.0,0.501,0.554,0.328,0.721,0.568,0.539,F-C
85,Lance Stephenson,2,40,17.5,2010-11,2021-22,20-31,554,200,0,22.9,3.4,7.7,2.7,5.5,0.7,2.1,1.1,1.5,0.6,3.4,4.1,2.9,0.6,0.1,1.6,2.0,8.6,0.445,0.496,0.314,0.694,0.513,0.489,G-F
86,Nik Stauskas,1,8,3.9,2014-15,2021-22,21-28,343,63,0,19.5,2.2,5.8,1.1,2.5,1.2,3.3,1.0,1.3,0.2,1.8,2.0,1.5,0.4,0.2,1.0,1.2,6.7,0.389,0.435,0.354,0.812,0.527,0.49,G
87,Cassius Stanley,2,54,0.0,2020-21,2021-22,21-22,33,1,0,7.5,1.0,2.7,0.8,1.8,0.2,0.9,0.5,0.6,0.4,0.8,1.2,0.2,0.2,0.1,0.2,0.9,2.7,0.36,0.424,0.233,0.895,0.452,0.399,G
88,Jaden Springer,1,28,0.3,2021-22,2022-23,19-20,18,2,0,5.3,1.0,2.0,0.9,1.7,0.1,0.3,0.3,0.4,0.4,0.5,0.9,0.4,0.4,0.3,0.2,0.8,2.4,0.5,0.516,0.4,0.75,0.557,0.528,G
89,Omari Spellman,1,30,2.4,2018-19,2019-20,21-22,95,14,0,17.8,2.4,5.7,1.5,3.2,0.9,2.5,1.1,1.4,1.6,2.8,4.3,1.0,0.6,0.5,0.9,1.4,6.8,0.417,0.458,0.366,0.766,0.536,0.498,F
90,Jeremy Sochan,1,9,0.2,2022-23,2022-23,19,56,53,0,26.0,4.5,9.9,3.9,7.5,0.6,2.4,1.4,2.1,1.7,3.6,5.3,2.5,0.8,0.4,1.7,2.5,11.0,0.453,0.519,0.246,0.698,0.509,0.483,F-G
91,Tony Snell,1,20,18.5,2013-14,2021-22,22-30,601,310,0,21.8,2.2,5.2,1.0,2.1,1.2,3.1,0.5,0.5,0.3,2.0,2.3,1.1,0.4,0.2,0.5,1.4,6.1,0.431,0.486,0.394,0.846,0.567,0.549,G-F
